imdbId,directors,letterboxdAverageScore,letterboxdNumVotes
tt0116404,Spike Lee,3.65,4861
tt0116409,Stephen Hopkins,3.29,22905
tt0116410,Rob Reiner,3.12,4214
tt0116418,Jim McKay,3.6,555
tt0116442,Allison Anders,3.43,1826
tt0116448,Reginald Hudlin,2.83,3352
tt0116477,Kenneth Branagh,3.68,30472
tt0116483,Dennis Dugan,3.4,298544
tt0116488,Bruce McDonald,3.64,1510
tt0116493,Bronwen Hughes,3.19,12780
tt0116514,"Kevin Yagher,Alan Smithee",2.38,27565
tt0116531,Hart Bochner,2.56,5782
tt0116571,Harry Winer,2.86,3430
tt0116583,"Gary Trousdale,Kirk Wise",3.7,281679
tt0116589,Doug Pray,3.67,3352
tt0116594,Mary Harron,3.45,5900
tt0116601,Herb Gardner,3.3,390
tt0116606,Eric Schaeffer,2.65,1102
tt0116629,Roland Emmerich,3.33,337529
tt0116635,Matthew Broderick,3.15,325
tt0116650,Olivier Assayas,3.92,57755
tt0116669,Francis Ford Coppola,2.78,45312
tt0116683,Henry Selick,3.36,151822
tt0116695,Cameron Crowe,3.59,206699
tt0116705,Brian Levant,2.91,174729
tt0116707,John Payson,2.76,12213
tt0116722,Michael Winterbottom,3.39,3153
tt0116745,Robert Altman,3.36,4791
tt0116752,Aki Kaurismäki,3.97,14768
tt0116754,Sergei Bodrov,3.68,1281
tt0116756,Paul Michael Glaser,1.86,13323
tt0116762,Leslie Greif,2.85,496
tt0116767,Takeshi Kitano,3.97,12913
tt0116768,Kelly Makin,3.55,6535
tt0116778,"Bobby Farrelly,Peter Farrelly",3.29,46104
tt0116783,Lynne Stopkewich,3.46,3056
tt0116790,Jan Svěrák,3.78,4860
tt0116827,Bruce Beresford,2.84,1140
tt0116905,John Sayles,3.86,24545
tt0116913,Al Pacino,3.5,5105
tt0116922,David Lynch,4.08,275855
tt0116953,Larry Bishop,2.76,924
tt0116985,Lisa Krueger,3.38,1248
tt0116996,Tim Burton,3.24,217592
tt0116999,Jerry Zaks,3.27,19512
tt0117008,Danny DeVito,3.74,669357
tt0117038,Nora Ephron,2.63,18930
tt0117039,Neil Jordan,3.48,16021
tt0117040,"Claude Nuridsany,Marie Pérennou",4.08,8586
tt0117057,Barbra Streisand,3.3,26654
tt0117060,Brian De Palma,3.61,502450
tt0117091,Albert Brooks,3.48,6631
tt0117102,Nick Castle,2.0,1922
tt0117107,Lee Tamahori,3.01,7115
tt0117110,Brian Henson,3.55,55608
tt0117119,Peter Segal,3.06,4311
tt0117128,Jim Mallon,3.65,7485
tt0117214,Mohsen Makhmalbaf,4.22,17117
tt0117247,Michael Hoffman,3.26,16525
tt0117260,Larry Cohen,3.02,1773
tt0117318,Miloš Forman,3.6,42964
tt0117331,Simon Wincer,2.57,17697
tt0117333,Jon Turteltaub,2.89,22261
tt0117364,Jane Campion,3.25,9851
tt0117372,Penny Marshall,3.13,8324
tt0117381,Gregory Hoblit,3.92,239803
tt0117398,"Jean-Pierre Dardenne,Luc Dardenne",3.99,9824
tt0117427,Charles T. Kanganis,2.97,883
tt0117438,Ron Howard,3.27,39108
tt0117473,Amy Holden Jones,2.82,948
tt0117477,Patrice Leconte,3.54,4280
tt0117500,Michael Bay,3.57,141027
tt0117561,Steven Soderbergh,3.5,9277
tt0117571,Wes Craven,4.02,1419571
tt0117589,Mike Leigh,4.27,47685
tt0117608,Jonathan Lynn,2.79,8112
tt0117615,Masayuki Suō,3.86,7312
tt0117628,Edward Burns,2.76,6093
tt0117631,Scott Hicks,3.69,19532
tt0117658,Dario Argento,3.24,11597
tt0117665,Barry Levinson,3.72,127325
tt0117666,Billy Bob Thornton,3.92,36381
tt0117688,Norberto Barba,2.35,1336
tt0117705,Joe Pytka,3.27,366624
tt0117731,Jonathan Frakes,3.66,47796
tt0117737,Bernardo Bertolucci,3.32,21526
tt0117784,Steve Gomer,3.16,567
tt0117786,Sammo Hung Kam-Bo,3.23,14313
tt0117791,James Ivory,3.08,1887
tt0117802,Doug Liman,3.65,65178
tt0117887,Tom Hanks,3.6,64833
tt0117918,Ron Shelton,3.18,16445
tt0117951,Danny Boyle,4.21,856600
tt0117958,Steve Buscemi,3.59,13899
tt0117965,David Koepp,2.99,2339
tt0117979,Michael Lehmann,3.07,9394
tt0117998,Jan de Bont,3.28,292707
tt0118020,Jacques Audiard,3.6,2563
tt0118043,Volker Schlöndorff,3.33,670
tt0118044,Nick Cassavetes,3.26,637
tt0118055,Jon Avnet,3.02,3876
tt0118064,Stephen Frears,3.35,1945
tt0118073,Arlene Sanford,3.1,10787
tt0118111,Christopher Guest,3.84,42009
tt0118113,Nicole Holofcener,3.68,6078
tt0118117,Emilio Estevez,3.32,588
tt0118125,Cheryl Dunye,4.05,60169
tt0118174,Alex Cox,3.09,324
tt0118301,Alan Cohn,2.79,5564
tt0118539,Sean McNamara,1.98,5406
tt0118540,Spike Lee,3.98,5020
tt0118556,Griffin Dunne,2.9,6939
tt0118566,Alan Rudolph,3.12,1417
tt0118570,Charles Martin Smith,2.68,35517
tt0118571,Wolfgang Petersen,3.22,106408
tt0118583,Jean-Pierre Jeunet,2.58,228259
tt0118589,Vondie Curtis-Hall,2.12,6556
tt0118604,Anthony Waller,2.27,17161
tt0118607,Steven Spielberg,3.45,41083
tt0118617,"Gary Goldman,Don Bluth",3.84,262636
tt0118636,Bryan Singer,3.15,19941
tt0118655,Jay Roach,3.42,267776
tt0118661,Jeremiah S. Chechik,1.97,15010
tt0118665,Bob Clark,1.71,14597
tt0118682,Katja von Garnier,3.33,798
tt0118688,Joel Schumacher,1.89,261833
tt0118689,Mel Smith,3.19,68393
tt0118691,Ken Kwapis,2.87,6030
tt0118708,Dennis Dugan,2.6,28421
tt0118715,Joel Coen,4.12,941985
tt0118736,Lance Mungia,3.24,6296
tt0118742,Lance Young,3.09,1555
tt0118744,Jonathan Darby,2.67,11961
tt0118747,John Landis,2.39,16345
tt0118749,Paul Thomas Anderson,4.21,439698
tt0118750,Jeff Pollack,2.7,4922
tt0118760,Jim Sheridan,3.49,10339
tt0118772,Robert Greenwald,2.79,816
tt0118787,Caroline Thompson,2.53,1370
tt0118798,Warren Beatty,3.37,15301
tt0118819,Pedro Almodóvar,3.68,38509
tt0118826,Rob Sitch,3.85,16465
tt0118829,Mark Dindal,3.56,11892
tt0118834,Patrice Chéreau,3.42,836
tt0118842,Kevin Smith,3.34,79336
tt0118859,John Irvin,3.04,2005
tt0118863,David Dobkin,3.17,4901
tt0118880,Simon West,3.43,163553
tt0118883,Richard Donner,3.15,29259
tt0118884,Robert Zemeckis,3.8,160103
tt0118887,James Mangold,3.57,66788
tt0118892,Marshall Herskovitz,3.36,5714
tt0118900,Jim Kouf,3.03,3379
tt0118917,Mohamed Camara,3.48,595
tt0118927,Darrell James Roodt,2.87,447
tt0118928,Roger Donaldson,2.9,50053
tt0118929,Alex Proyas,3.69,101423
tt0118956,Stephen Sommers,3.07,21220
tt0118966,Barbet Schroeder,3.01,4941
tt0118971,Taylor Hackford,3.57,267456
tt0118972,Alan J. Pakula,2.93,31151
tt0119008,Mike Newell,3.79,196378
tt0119051,Lee Tamahori,3.41,30317
tt0119052,Richard Friedenberg,3.36,344
tt0119053,Christopher Guest,2.68,7735
tt0119062,Wim Wenders,2.97,2264
tt0119080,Kasi Lemmons,3.79,20277
tt0119094,John Woo,3.55,239181
tt0119099,Gregory Hoblit,3.28,38603
tt0119107,Errol Morris,3.71,3399
tt0119109,Ivan Reitman,2.6,7106
tt0119115,Robert Young,3.07,7482
tt0119116,Luc Besson,3.76,378317
tt0119123,Félix Enríquez Alcalá,2.46,5323
tt0119125,William Nicholson,3.42,785
tt0119141,Andy Tennant,2.96,26998
tt0119142,Bryan Spicer,2.62,4732
tt0119152,Sam Pillsbury,2.46,5499
tt0119164,Peter Cattaneo,3.7,66639
tt0119177,Andrew Niccol,3.79,262444
tt0119209,Mark Pellington,3.06,752
tt0119210,Jeb Stuart,3.05,4168
tt0119214,Christopher Cain,2.4,3640
tt0119215,Brian Robbins,3.13,74570
tt0119223,Alfonso Cuarón,3.17,27604
tt0119225,Vondie Curtis-Hall,3.44,5700
tt0119229,George Armitage,3.65,54528
tt0119237,Harmony Korine,3.64,121675
tt0119256,Paul Thomas Anderson,3.63,92251
tt0119263,Tsai Ming-liang,3.91,8804
tt0119273,"Michel Lemire,Michael Coldewey",2.45,4834
tt0119282,"John Musker,Ron Clements",3.81,604790
tt0119303,Raja Gosnell,2.11,119187
tt0119304,Dean Parisot,2.65,4022
tt0119305,Stephen Gyllenhaal,2.75,1108
tt0119311,Bill Duke,3.09,4263
tt0119313,Forest Whitaker,2.86,16894
tt0119314,Robert Redford,3.3,13876
tt0119324,Mark Waters,3.44,10671
tt0119336,Anthony Drazan,3.0,2273
tt0119345,Jim Gillespie,2.94,229427
tt0119347,Michael Winterbottom,3.15,768
tt0119349,Ang Lee,3.77,40055
tt0119360,Frank Oz,3.3,26187
tt0119361,Neil LaBute,3.64,7616
tt0119381,Pat O'Connor,3.05,8491
tt0119395,Michael Caton-Jones,2.94,31540
tt0119396,Quentin Tarantino,3.88,453209
tt0119432,John Pasquin,2.39,17499
tt0119468,Gary Fleder,3.09,61233
tt0119484,John Nicolella,2.37,2320
tt0119485,Martin Scorsese,3.46,22251
tt0119488,Curtis Hanson,4.08,308144
tt0119509,Andy Cadiff,2.48,2866
tt0119512,Jeroen Krabbé,3.49,617
tt0119528,Tom Shadyac,3.3,299236
tt0119535,Danny Boyle,3.08,17284
tt0119560,Edward Burns,3.2,340
tt0119561,Mark Jonathan Harris,3.51,256
tt0119567,Steven Spielberg,3.11,408510
tt0119572,Theodore Witcher,3.77,9079
tt0119578,Joe Mantello,3.43,635
tt0119586,Claude Berri,3.31,1298
tt0119592,Costa-Gavras,3.01,6213
tt0119594,Robert Benton,3.13,6630
tt0119620,Robert Guédiguian,3.66,1252
tt0119629,Youssef Chahine,3.63,2209
tt0119630,Roger Christian,2.74,1092
tt0119640,Bryan Spicer,2.35,2296
tt0119643,Martin Brest,3.42,237545
tt0119654,Barry Sonnenfeld,3.67,697849
tt0119665,Philip Saville,3.06,1521
tt0119670,Peter Chelsom,3.38,5769
tt0119675,Guillermo del Toro,2.97,44244
tt0119695,Brett Ratner,2.94,9462
tt0119698,Hayao Miyazaki,4.38,1051490
tt0119709,David Hogan,2.76,1080
tt0119738,P.J. Hogan,3.19,225405
tt0119778,Brad Anderson,3.32,1605
tt0119807,Steve Oedekerk,3.13,13103
tt0119815,Bruno Barreto,3.72,20309
tt0119819,Cindy Sherman,3.23,3728
tt0119822,James L. Brooks,3.62,165774
tt0119828,Alain Resnais,3.7,4010
tt0119832,Mike Figgis,2.9,1729
tt0119842,Peter Mullan,3.6,810
tt0119843,Gillian Armstrong,3.21,2023
tt0119859,Bruce Beresford,3.31,1858
tt0119879,Álex de la Iglesia,3.48,7869
tt0119891,Joe Chappelle,2.58,12030
tt0119892,Danny Cannon,3.15,1066
tt0119899,"Michael Schaack,Clive A. Smith",3.05,1564
tt0119905,Ice Cube,3.09,3282
tt0119906,Andy Wilson,2.66,1776
tt0119910,Theresa Connelly,3.06,483
tt0119934,Robert Towne,3.56,2453
tt0119937,Steve James,3.23,2848
tt0119942,Mike Nichols,3.31,11950
tt0119951,Betty Thomas,3.3,16270
tt0119994,Jon Avnet,3.02,3772
tt0120008,Antoine Fuqua,2.95,10639
tt0120018,Claude Chabrol,3.4,4425
tt0120029,Stuart Gillard,2.7,6354
tt0120034,Paul Weiland,3.38,351
tt0120036,John Singleton,3.61,5038
tt0120070,Predrag Antonijević,3.44,1420
tt0120082,Wes Craven,3.26,550440
tt0120094,Gregory Nava,3.59,41748
tt0120102,Jean-Jacques Annaud,3.47,79456
tt0120107,George P. Cosmatos,2.58,1148
tt0120133,Michael Ritchie,2.85,4769
tt0120148,Peter Howitt,3.08,39766
tt0120151,Keith Samples,2.92,222
tt0120152,Bille August,3.15,3917
tt0120169,George Tillman Jr.,3.4,4769
tt0120177,Mark A.Z. Dippé,2.21,47307
tt0120184,Barry Levinson,2.83,32030
tt0120188,David O. Russell,3.51,65042
tt0120197,Miguel Arteta,3.22,220
tt0120207,Kenneth Johnson,1.7,10058
tt0120255,Atom Egoyan,3.87,19982
tt0120317,Bob Spiers,2.56,3642
tt0120318,Carl Reiner,3.06,956
tt0120321,Chris Eyre,3.6,13930
tt0120324,Sam Raimi,3.86,52584
tt0120338,James Cameron,3.82,2005574
tt0120347,Roger Spottiswoode,3.04,103001
tt0120363,John Lasseter,3.93,1064900
tt0120366,Jack N. Green,3.17,875
tt0120370,Roger Nygard,3.46,2859
tt0120373,Jonathan Lynn,2.69,1650
tt0120382,Peter Weir,4.22,2808592
tt0120389,"Shuki Levy,David Winning",2.39,9832
tt0120393,Guy Maddin,3.23,840
tt0120402,Victor Nunez,3.45,2166
tt0120408,Shōhei Imamura,3.77,4912
tt0120448,Bruno Dumont,3.62,5585
tt0120449,Erick Zonca,3.76,2351
tt0120458,John Bruno,2.57,11273
tt0120461,Mick Jackson,2.61,39347
tt0120472,William Gazecki,3.71,1633
tt0120479,Ronny Yu,2.54,2943
tt0120481,Agnieszka Holland,3.35,1099
tt0120483,Jon Amiel,3.24,18164
tt0120484,Frank Coraci,2.89,140321
tt0120494,Manuel Poirier,3.42,295
tt0120512,William Dear,3.0,4331
tt0120520,Iain Softley,3.56,3930
tt0120521,Alan Rickman,3.44,904
tt0120522,Tom Tykwer,3.48,1023
tt0120531,Daisy von Scherler Mayer,2.74,825
tt0120533,Woody Allen,3.01,16625
tt0120539,Jim Jarmusch,3.36,1276
tt0120550,George T. Miller,2.75,1049
tt0120577,Mark Christopher,2.88,13086
tt0120584,Jeremy Thomas,3.29,968
tt0120586,Tony Kaye,4.14,579411
tt0120587,"Eric Darnell,Tim Johnson",2.82,147332
tt0120591,Michael Bay,3.11,211658
tt0120595,George Miller,3.12,50279
tt0120596,Gary Sinyor,2.38,4234
tt0120598,Steve Gomer,2.7,3586
tt0120601,Spike Jonze,4.08,402358
tt0120603,Jonathan Demme,3.29,5299
tt0120604,Graham Baker,2.14,2758
tt0120610,Kevin Hooks,2.73,3573
tt0120611,Stephen Norrington,3.46,277860
tt0120613,Tony Goldwyn,3.23,2576
tt0120616,Stephen Sommers,3.55,480106
tt0120618,Alan Rudolph,2.7,2353
tt0120620,Jonathan Kaplan,3.05,6903
tt0120623,John Lasseter,3.46,561795
tt0120627,Adam Grossman,2.16,1116
tt0120630,"Peter Lord,Nick Park",3.61,380751
tt0120631,Andy Tennant,3.63,63970
tt0120632,Brad Silberling,2.97,49403
tt0120633,Steven Zaillian,3.2,10661
tt0120643,Pat O'Connor,3.03,1508
tt0120645,Steve Boyum,2.28,2246
tt0120646,Ulu Grosbard,2.91,26727
tt0120647,Mimi Leder,2.93,75920
tt0120654,Bob Saget,3.26,28905
tt0120655,Kevin Smith,3.52,106585
tt0120657,John McTiernan,3.11,35101
tt0120660,Tony Scott,3.46,83593
tt0120662,Stephan Elliott,2.39,3491
tt0120663,Stanley Kubrick,4.0,797318
tt0120667,Tim Story,2.55,385231
tt0120669,Terry Gilliam,3.78,300232
tt0120670,Dean Semler,2.53,1821
tt0120679,Julie Taymor,3.64,88875
tt0120681,"Albert Hughes,Allen Hughes",3.04,56391
tt0120684,Bill Condon,3.62,14329
tt0120685,Roland Emmerich,2.24,126074
tt0120687,Sandra Goldbacher,3.23,548
tt0120689,Frank Darabont,4.25,801891
tt0120693,Tamra Davis,3.15,33049
tt0120694,Steve Miner,2.83,103525
tt0120696,Mikael Salomon,2.92,12974
tt0120701,Stephen Herek,2.3,5603
tt0120703,Kevin Rodney Sullivan,3.05,5946
tt0120706,John Boorman,3.62,3220
tt0120710,Neil Jordan,2.68,4788
tt0120714,Craig Monahan,3.48,5280
tt0120716,Peter Kassovitz,3.16,4233
tt0120723,Doug Ellin,2.81,1118
tt0120724,Tsui Hark,2.91,8305
tt0120725,Todd Holland,2.23,2135
tt0120728,Whit Stillman,3.79,29010
tt0120735,Guy Ritchie,3.99,227521
tt0120737,Peter Jackson,4.38,1889315
tt0120738,Stephen Hopkins,2.36,24287
tt0120744,Randall Wallace,3.08,77536
tt0120746,Martin Campbell,3.39,125694
tt0120749,Harold Becker,2.82,21924
tt0120751,Ron Underwood,2.81,18769
tt0120753,Wim Wenders,2.99,5156
tt0120757,Scott Silver,2.34,3386
tt0120762,"Tony Bancroft,Barry Cook",4.12,827176
tt0120764,Donald Petrie,2.46,8455
tt0120765,Michael Lehmann,2.47,2658
tt0120768,F. Gary Gray,3.52,51637
tt0120769,Richard Linklater,3.03,8232
tt0120770,John Fortenberry,2.93,44053
tt0120772,Nicholas Hytner,2.99,15428
tt0120776,Carl Franklin,3.43,4568
tt0120777,Don Roos,3.14,7977
tt0120780,Steven Soderbergh,3.68,71947
tt0120782,Volker Schlöndorff,2.93,2016
tt0120783,Nancy Meyers,3.75,723153
tt0120784,Paul Abascal,3.33,37038
tt0120787,Andrew Davis,3.19,32605
tt0120788,David Veloz,3.1,4158
tt0120789,Gary Ross,3.69,106231
tt0120791,Griffin Dunne,3.54,200767
tt0120793,Boaz Yakin,3.18,440
tt0120794,"Steve Hickner,Brenda Chapman,Simon Wells",4.04,347611
tt0120797,Mike Newell,2.86,8914
tt0120800,Frederik Du Chau,3.14,20897
tt0120804,Paul W. S. Anderson,2.92,200703
tt0120812,Brett Ratner,3.58,370104
tt0120813,John Hamburg,3.2,2128
tt0120815,Steven Spielberg,4.24,1003505
tt0120820,Penelope Spheeris,2.76,11884
tt0120823,Stanley Tucci,3.44,1961
tt0120832,Brian De Palma,3.4,67205
tt0120834,Scott Hicks,3.3,3190
tt0120835,James Ivory,3.47,398
tt0120836,Jeff Pollack,2.42,2000
tt0120841,Peter Medak,2.35,13445
tt0120844,Jonathan Frakes,2.82,29931
tt0120855,"Chris Buck,Kevin Lima",3.7,438053
tt0120856,Carl Schenkel,2.66,543
tt0120863,Terrence Malick,4.08,157462
tt0120865,Paul Quinn,3.35,228
tt0120866,Julie Taymor,3.63,12072
tt0120873,Stuart Baird,3.11,38160
tt0120879,Todd Haynes,3.81,67343
tt0120885,Barry Levinson,3.54,38982
tt0120888,Frank Coraci,3.4,151701
tt0120889,Vincent Ward,3.4,61087
tt0120890,John McNaughton,3.12,103160
tt0120891,Barry Sonnenfeld,2.23,85071
tt0120899,Hugh Hudson,3.19,445
tt0120901,Pat Proft,2.87,12732
tt0120903,Bryan Singer,3.33,583131
tt0120906,Jake Kasdan,3.48,6482
tt0120907,David Cronenberg,3.6,99513
tt0120912,Barry Sonnenfeld,2.99,328298
tt0120913,"Don Bluth,Gary Goldman",3.18,32381
tt0120917,Mark Dindal,3.91,668275
tt0122143,"Stefan Avalos,Lance Weiler",2.66,8450
tt0122151,Richard Donner,3.11,55076
tt0122459,Bonnie Hunt,3.38,12264
tt0122515,Paul McGuigan,3.2,4280
tt0122690,John Frankenheimer,3.56,78261
tt0122718,Joe Dante,3.25,90699
tt0122933,Harold Ramis,3.31,59913
tt0123209,Garry Marshall,2.86,4805
tt0123324,Gregory Nava,3.26,1432
tt0123328,Fruit Chan,4.09,14150
tt0123755,Vincenzo Natali,3.26,194842
tt0123964,Ted Demme,3.42,29407
tt0123987,Daisy von Scherler Mayer,3.23,10338
tt0124102,John Pieplow,2.55,4976
tt0124198,Peter Berg,3.08,15750
tt0124315,Lasse Hallström,3.42,32745
tt0124595,Joseph Ruben,3.26,3482
tt0124718,Spike Lee,3.63,39332
tt0124819,Trey Parker,3.04,16557
tt0124879,Mark Steven Johnson,3.05,8913
tt0124901,Skip Woods,3.33,4942
tt0125022,David Mirkin,3.0,21521
tt0125037,Andrew Chen Wei-Wen,3.34,437
tt0125439,Roger Michell,3.66,832795
tt0125454,John Roberts,3.13,10634
tt0125659,Alejandro Amenábar,3.88,44297
tt0125664,Miloš Forman,3.8,95456
tt0125971,Michael Corrente,3.06,2673
tt0126029,"Andrew Adamson,Vicky Jenson",4.1,1724846
tt0126240,Nisha Ganatra,3.35,822
tt0126250,Robert Altman,3.37,4653
tt0126261,Morgan J. Freeman,3.19,1049
tt0126604,John Waters,3.42,14473
tt0126886,Alexander Payne,3.8,161677
tt0126916,Sam Raimi,3.02,17469
tt0127296,Gregg Araki,3.54,7021
tt0127349,Keith Gordon,3.26,2438
tt0127536,Shekhar Kapur,3.59,52650
tt0127722,Larry Clark,3.34,4864
tt0127723,"Deborah Kaplan,Harry Elfont",3.1,44495
tt0127745,Arnold Leibovit,3.39,246
tt0128133,Joseph Vilsmaier,3.44,1186
tt0128278,Jon Turteltaub,3.06,6447
tt0128442,John Dahl,3.59,83477
tt0128853,Nora Ephron,3.51,250225
tt0129167,Brad Bird,4.26,486352
tt0129280,Sam Weisman,2.75,6603
tt0129290,Tom Shadyac,3.38,93002
tt0129387,"Peter Farrelly,Bobby Farrelly",3.24,199432
tt0130018,Danny Cannon,2.38,66033
tt0130121,Kelly Makin,2.82,15567
tt0130623,"Eric Leighton,Ralph Zondag",2.93,114882
tt0131325,Frank Oz,3.37,38658
tt0131646,Christopher Roberts,2.03,4478
tt0131857,David Zucker,3.19,41684
tt0132245,Renny Harlin,2.26,11221
tt0132347,Kinka Usher,3.08,43817
tt0132477,Joe Johnston,3.71,80605
tt0132512,Irwin Winkler,2.74,4499
tt0132910,Bharat Nalluri,2.31,6337
tt0133046,Kevin Williamson,2.63,9395
tt0133093,"Lana Wachowski,Lilly Wachowski",4.17,1926413
tt0133122,Abel Ferrara,3.44,17373
tt0133152,Tim Burton,2.3,124615
tt0133240,"John Musker,Ron Clements",3.87,279786
tt0133363,Julio Medem,3.82,13719
tt0133412,Mike Barker,2.92,2386
tt0133751,Robert Rodriguez,3.35,116688
tt0133952,Edward Zwick,3.03,21666
tt0134033,Jake Scott,3.07,2201
tt0134067,"Norton Virgien,Igor Kovalyov",3.15,40213
tt0134084,Wes Craven,2.85,420594
tt0134119,Anthony Minghella,3.85,445434
tt0134273,Joel Schumacher,3.2,70029
tt0134618,Jay Roach,3.23,8214
tt0134619,David Nutter,2.81,24928
tt0134630,Bruce Paltrow,2.92,2894
tt0134847,David Twohy,3.3,82005
tt0134983,"Walter Hill,Jack Sholder",2.24,7784
tt0136244,Gillies MacKinnon,3.1,1937
tt0137201,William R. Kowalchuk Jr.,3.03,4504
tt0137363,Mark Pellington,3.51,24686
tt0137386,Tommy O'Haver,3.32,681
tt0137439,Éric Rohmer,3.88,13835
tt0137494,Jon Amiel,2.86,32340
tt0137523,David Fincher,4.27,3459001
tt0138097,John Madden,3.3,110821
tt0138414,David Moreton,3.27,12007
tt0138510,Rodman Flender,3.19,41240
tt0138524,Joel Coen,3.01,56815
tt0138545,Nietzchka Keene,3.55,12653
tt0138704,Darren Aronofsky,3.73,124284
tt0138749,"Bibo Bergeron,Don Paul",3.63,201342
tt0138874,Tony Bui,3.6,822
tt0138946,James Gray,3.48,16250
tt0139134,Roger Kumble,3.26,228980
tt0139193,"Jonathan Stack,Liz Garbus,Wilbert Rideau",3.58,362
tt0139239,Doug Liman,3.67,48506
tt0139414,Steve Miner,2.75,42435
tt0139462,Luis Mandoki,2.87,9701
tt0139468,Iara Lee,3.71,991
tt0139564,François Ozon,3.63,2162
tt0139615,Marc Levin,3.59,817
tt0139654,Antoine Fuqua,4.0,378605
tt0139668,Clint Eastwood,3.23,12887
tt0139699,Brian Robbins,3.07,23016
tt0139809,Josef Rusnak,3.24,21919
tt0140352,Michael Mann,4.08,94913
tt0140397,Lawrence Kasdan,3.23,2437
tt0140587,Kevin DiNovis,3.47,343
tt0140796,Richard Martin,2.48,7620
tt0140888,Walter Salles,4.31,148650
tt0141098,Bronwen Hughes,2.51,13405
tt0141109,Troy Miller,2.45,53880
tt0141399,Andrew Bergman,2.94,558
tt0141907,Peter Chelsom,2.3,1334
tt0141926,Jonathan Mostow,3.2,22901
tt0141974,Tim Roth,3.69,6684
tt0142192,James Foley,2.97,4777
tt0142231,Maya Angelou,3.51,1205
tt0142342,Dennis Dugan,3.19,219087
tt0143145,Michael Apted,2.89,91027
tt0143261,George Haas,2.89,241
tt0143746,John Duigan,3.01,848
tt0144084,Mary Harron,3.83,2511737
tt0144117,Troy Duffy,3.4,113020
tt0144120,Ronny Yu,3.16,135099
tt0144142,Lisa Krueger,2.73,1144
tt0144168,Andrew Fleming,3.53,28883
tt0144214,Simon West,2.91,15003
tt0144528,Peter Segal,2.1,23734
tt0144640,Damon Santostefano,2.68,5411
tt0144964,Douglas Aarniokoski,2.23,4920
tt0145394,Nettie Wild,3.61,410
tt0145487,Sam Raimi,3.81,1604275
tt0145503,István Szabó,3.6,2747
tt0145531,Rupert Wainwright,2.8,31091
tt0145547,Gregor Jordan,3.56,12040
tt0145660,Jay Roach,3.3,204544
tt0145681,Phillip Noyce,3.2,94633
tt0145893,Mark Tarlov,2.5,5500
tt0145937,Godfrey Reggio,3.1,6226
tt0146309,Roger Donaldson,3.39,20499
tt0146316,Simon West,2.65,137872
tt0146336,Jamie Blanks,2.81,83820
tt0146675,Peter Hyams,2.69,35617
tt0146838,Oliver Stone,3.4,45840
tt0146882,Stephen Frears,3.62,192806
tt0146984,Robert Redford,3.06,17720
tt0147004,Mark Herman,3.42,4933
tt0147192,John Curran,3.51,206
tt0147612,Todd Solondz,3.97,85140
tt0147800,Gil Junger,4.03,2198042
tt0148103,Léa Pool,3.51,548
tt0149261,Renny Harlin,2.85,97478
tt0149367,Marek Kanievska,3.02,1164
tt0149624,Billy Bob Thornton,2.86,4780
tt0150143,Lodge Kerrigan,3.42,660
tt0150176,Colette Burson,2.92,680
tt0150216,Tim Robbins,3.38,3107
tt0150230,Bennett Miller,3.93,2845
tt0150377,Bruce Beresford,3.14,46164
tt0150388,William Worthington,3.4,721
tt0150662,Lukas Moodysson,3.77,44362
tt0151137,Luc Besson,3.14,19542
tt0151691,Ken Loach,3.79,5304
tt0151738,Raja Gosnell,2.61,118984
tt0151804,Mike Judge,3.73,275324
tt0152015,Leos Carax,3.48,5835
tt0152176,Eric Bross,3.19,367
tt0154420,Thomas Vinterberg,4.3,100114
tt0154421,Lars von Trier,3.55,37512
tt0154506,Christopher Nolan,3.48,110486
tt0155267,John McTiernan,3.37,43800
tt0155388,David Mamet,3.55,1937
tt0155711,Joel Schumacher,3.17,7835
tt0155722,Rolf Schübel,3.73,2866
tt0155753,Arlene Sanford,2.72,16189
tt0155776,Darren Stein,3.39,86575
tt0155796,Shōhei Imamura,3.57,700
tt0155975,Gus Van Sant,2.33,40879
tt0156323,"Scott Alexander,Larry Karaszewski",2.83,4818
tt0156460,John Keitel,3.19,285
tt0156587,Hou Hsiao-hsien,3.91,12210
tt0156639,Kevin Allen,3.21,419
tt0156729,Don McKellar,3.62,5391
tt0156757,John Forte,3.15,345
tt0156807,Yahoo Serious,2.87,496
tt0156812,Jay Russell,3.19,9645
tt0156841,John Schlesinger,2.27,3153
tt0156901,Samira Makhmalbaf,3.68,3875
tt0156906,Hong Sang-soo,3.66,2940
tt0156934,Sydney Pollack,2.6,7734
tt0157016,Gaspar Noé,3.61,36637
tt0157044,François Ozon,3.38,4923
tt0157075,Donal Lardner Ward,2.76,494
tt0157208,Benoît Jacquot,3.31,435
tt0157472,Jonathan Frakes,2.48,9591
tt0157503,Michael Patrick Jann,3.84,89601
tt0158302,Colin Nutley,3.28,643
tt0158371,Woody Allen,3.56,17107
tt0158493,Hype Williams,3.64,24942
tt0158583,Rod Lurie,3.24,451
tt0158622,Brian Levant,2.02,19239
